v1,v2,v3,v4,category,pred_word,score,is_correct
Havana,Cuba,Hanoi,Vietnam,semantic,Viet_Nam,0.7109317779541016,False
Helsinki,Finland,Islamabad,Pakistan,semantic,Pakistan,0.7291182279586792,True
Helsinki,Finland,Kabul,Afghanistan,semantic,Afghan,0.6359645128250122,False
Helsinki,Finland,London,England,semantic,Britain,0.6623522043228149,False
Helsinki,Finland,Madrid,Spain,semantic,Spain,0.7539469003677368,True
Helsinki,Finland,Moscow,Russia,semantic,Russia,0.7918932437896729,True
Helsinki,Finland,Oslo,Norway,semantic,Norway,0.7523171305656433,True
Helsinki,Finland,Ottawa,Canada,semantic,Canada,0.6696931719779968,True
Helsinki,Finland,Paris,France,semantic,France,0.7549224495887756,True
Helsinki,Finland,Rome,Italy,semantic,Italy,0.6867628693580627,True
Helsinki,Finland,Stockholm,Sweden,semantic,Sweden,0.8256370425224304,True
Helsinki,Finland,Tehran,Iran,semantic,Iran,0.7732709646224976,True
Helsinki,Finland,Tokyo,Japan,semantic,Japan,0.80302494764328,True
Helsinki,Finland,Athens,Greece,semantic,Greece,0.6566227078437805,True
Helsinki,Finland,Baghdad,Iraq,semantic,Mosul,0.6506971716880798,False
Helsinki,Finland,Bangkok,Thailand,semantic,Thailand,0.752036452293396,True
Helsinki,Finland,Beijing,China,semantic,China,0.7568844556808472,True
Helsinki,Finland,Berlin,Germany,semantic,Germany,0.7419473528862,True
Helsinki,Finland,Bern,Switzerland,semantic,Switzerland,0.5047451257705688,True
Helsinki,Finland,Cairo,Egypt,semantic,Egypt,0.7302724719047546,True
Helsinki,Finland,Canberra,Australia,semantic,Australia,0.6987783312797546,True
Helsinki,Finland,Hanoi,Vietnam,semantic,Viet_Nam,0.6931595206260681,False
Helsinki,Finland,Havana,Cuba,semantic,Cuba,0.6899741888046265,True
Islamabad,Pakistan,Kabul,Afghanistan,semantic,Afghan,0.7332904934883118,False
Islamabad,Pakistan,London,England,semantic,Britain,0.6056548953056335,False
Islamabad,Pakistan,Madrid,Spain,semantic,Spain,0.6914529800415039,True
Islamabad,Pakistan,Moscow,Russia,semantic,Russia,0.831927478313446,True
Islamabad,Pakistan,Oslo,Norway,semantic,Norway,0.6795673966407776,True
Islamabad,Pakistan,Ottawa,Canada,semantic,Canada,0.6421677470207214,True
Islamabad,Pakistan,Paris,France,semantic,France,0.6944430470466614,True
Islamabad,Pakistan,Rome,Italy,semantic,Italy,0.6518086194992065,True
Islamabad,Pakistan,Stockholm,Sweden,semantic,Sweden,0.7098784446716309,True
Islamabad,Pakistan,Tehran,Iran,semantic,Iran,0.8605972528457642,True
Islamabad,Pakistan,Tokyo,Japan,semantic,Japan,0.7747603058815002,True
Islamabad,Pakistan,Athens,Greece,semantic,Greece,0.6418431401252747,True
Islamabad,Pakistan,Baghdad,Iraq,semantic,Iraqi,0.7481118440628052,False
Islamabad,Pakistan,Bangkok,Thailand,semantic,Thailand,0.7783142328262329,True
Islamabad,Pakistan,Beijing,China,semantic,China,0.8079829812049866,True
Islamabad,Pakistan,Berlin,Germany,semantic,Germany,0.7216540575027466,True
Islamabad,Pakistan,Bern,Switzerland,semantic,Switzerland,0.49683260917663574,True
Islamabad,Pakistan,Cairo,Egypt,semantic,Egypt,0.7879178524017334,True
Islamabad,Pakistan,Canberra,Australia,semantic,Australia,0.7616327404975891,True
Islamabad,Pakistan,Hanoi,Vietnam,semantic,Viet_Nam,0.7534359693527222,False
Islamabad,Pakistan,Havana,Cuba,semantic,Cuba,0.7958503365516663,True
Islamabad,Pakistan,Helsinki,Finland,semantic,Finland,0.6935102939605713,True
Kabul,Afghanistan,London,England,semantic,EURASIAN_NATURAL_RESOURCES_CORP.,0.5547584891319275,False
Kabul,Afghanistan,Madrid,Spain,semantic,Spain,0.6156005263328552,True
Kabul,Afghanistan,Moscow,Russia,semantic,Russia,0.7199913263320923,True
Kabul,Afghanistan,Oslo,Norway,semantic,Norway,0.5757439732551575,True
Kabul,Afghanistan,Ottawa,Canada,semantic,Ontario,0.551449179649353,False
Kabul,Afghanistan,Paris,France,semantic,France,0.6088168621063232,True
Kabul,Afghanistan,Rome,Italy,semantic,Italy,0.537543773651123,True
Kabul,Afghanistan,Stockholm,Sweden,semantic,Sweden,0.5849065184593201,True
Kabul,Afghanistan,Tehran,Iran,semantic,Iran,0.7807148098945618,True
Kabul,Afghanistan,Tokyo,Japan,semantic,Japan,0.6695031523704529,True
Kabul,Afghanistan,Athens,Greece,semantic,Greece,0.5494598746299744,True
Kabul,Afghanistan,Baghdad,Iraq,semantic,Iraq,0.860798180103302,True
Kabul,Afghanistan,Bangkok,Thailand,semantic,Thailand,0.6891651153564453,True
Kabul,Afghanistan,Beijing,China,semantic,China,0.6837893128395081,True
Kabul,Afghanistan,Berlin,Germany,semantic,Germany,0.6105466485023499,True
Kabul,Afghanistan,Bern,Switzerland,semantic,Bern_NC,0.4233846962451935,False
Kabul,Afghanistan,Cairo,Egypt,semantic,Egypt,0.6705425977706909,True
Kabul,Afghanistan,Canberra,Australia,semantic,Mr_Rudd,0.6034547686576843,False
Kabul,Afghanistan,Hanoi,Vietnam,semantic,Vietnam,0.7514270544052124,True
Kabul,Afghanistan,Havana,Cuba,semantic,Cuba,0.7205935120582581,True
Kabul,Afghanistan,Helsinki,Finland,semantic,Finland,0.5768634080886841,True
Kabul,Afghanistan,Islamabad,Pakistan,semantic,Pakistan,0.7463313341140747,True
London,England,Madrid,Spain,semantic,Spain,0.6087851524353027,True
London,England,Moscow,Russia,semantic,Russia,0.6502718329429626,True
London,England,Oslo,Norway,semantic,Norway,0.5689429640769958,True
London,England,Ottawa,Canada,semantic,Canada,0.5256192088127136,True
London,England,Paris,France,semantic,France,0.6676377654075623,True
London,England,Rome,Italy,semantic,Italy,0.5715967416763306,True
London,England,Stockholm,Sweden,semantic,Sweden,0.6610991358757019,True
London,England,Tehran,Iran,semantic,Iran,0.6443779468536377,True
London,England,Tokyo,Japan,semantic,Japan,0.6889491081237793,True
London,England,Athens,Greece,semantic,Greece,0.5293722152709961,True
London,England,Baghdad,Iraq,semantic,Iraqi,0.5854012370109558,False
London,England,Bangkok,Thailand,semantic,Thailand,0.6264095306396484,True
London,England,Beijing,China,semantic,China,0.6181187033653259,True
London,England,Berlin,Germany,semantic,Germany,0.5952338576316833,True
London,England,Bern,Switzerland,semantic,Hanover,0.45303669571876526,False
London,England,Cairo,Egypt,semantic,Egypt,0.5641492009162903,True
London,England,Canberra,Australia,semantic,Australia,0.6054890751838684,True
London,England,Hanoi,Vietnam,semantic,Viet_Nam,0.5810424089431763,False
London,England,Havana,Cuba,semantic,Cuba,0.5627489686012268,True
London,England,Helsinki,Finland,semantic,Finland,0.621544599533081,True
London,England,Islamabad,Pakistan,semantic,Pakistan,0.6654638051986694,True
London,England,Kabul,Afghanistan,semantic,Afghan,0.5733119249343872,False
Madrid,Spain,Moscow,Russia,semantic,Russia,0.8136780858039856,True
Madrid,Spain,Oslo,Norway,semantic,Norway,0.7230186462402344,True
Madrid,Spain,Ottawa,Canada,semantic,Canada,0.6814808249473572,True
Madrid,Spain,Paris,France,semantic,France,0.7609949111938477,True
Madrid,Spain,Rome,Italy,semantic,Italy,0.7004685997962952,True
Madrid,Spain,Stockholm,Sweden,semantic,Sweden,0.7822341918945312,True
Madrid,Spain,Tehran,Iran,semantic,Iran,0.7588755488395691,True
Madrid,Spain,Tokyo,Japan,semantic,Japan,0.8010955452919006,True
Madrid,Spain,Athens,Greece,semantic,Greece,0.6898480653762817,True
Madrid,Spain,Baghdad,Iraq,semantic,Mosul,0.657950222492218,False
Madrid,Spain,Bangkok,Thailand,semantic,Thailand,0.7701380252838135,True
Madrid,Spain,Beijing,China,semantic,China,0.7744125127792358,True
Madrid,Spain,Berlin,Germany,semantic,Germany,0.7501678466796875,True
Madrid,Spain,Bern,Switzerland,semantic,Switzerland,0.4854031801223755,True
Madrid,Spain,Cairo,Egypt,semantic,Egypt,0.7326660752296448,True
Madrid,Spain,Canberra,Australia,semantic,Australia,0.7068917751312256,True
Madrid,Spain,Hanoi,Vietnam,semantic,Viet_Nam,0.7359681725502014,False
Madrid,Spain,Havana,Cuba,semantic,Cuba,0.7222689390182495,True
Madrid,Spain,Helsinki,Finland,semantic,Finland,0.7638068199157715,True
Madrid,Spain,Islamabad,Pakistan,semantic,Pakistan,0.7176594138145447,True
Madrid,Spain,Kabul,Afghanistan,semantic,Herat,0.6163390874862671,False
Madrid,Spain,London,England,semantic,Britain,0.6784725189208984,False
Moscow,Russia,Oslo,Norway,semantic,Norway,0.7606368660926819,True
Moscow,Russia,Ottawa,Canada,semantic,Canada,0.7216339707374573,True
Moscow,Russia,Paris,France,semantic,France,0.8050409555435181,True
Moscow,Russia,Rome,Italy,semantic,Italy,0.7074911594390869,True
Moscow,Russia,Stockholm,Sweden,semantic,Sweden,0.8054226040840149,True
Moscow,Russia,Tehran,Iran,semantic,Iran,0.8776858448982239,True
Moscow,Russia,Tokyo,Japan,semantic,Japan,0.8773881793022156,True
Moscow,Russia,Athens,Greece,semantic,Greece,0.6744523048400879,True
Moscow,Russia,Baghdad,Iraq,semantic,Mosul,0.7155515551567078,False
Moscow,Russia,Bangkok,Thailand,semantic,Thailand,0.8425170183181763,True
Moscow,Russia,Beijing,China,semantic,China,0.8687476515769958,True
Moscow,Russia,Berlin,Germany,semantic,Germany,0.7774251699447632,True
Moscow,Russia,Bern,Switzerland,semantic,Switzerland,0.4851691424846649,True
Moscow,Russia,Cairo,Egypt,semantic,Egypt,0.8018569946289062,True
Moscow,Russia,Canberra,Australia,semantic,Australia,0.7593482136726379,True
Moscow,Russia,Hanoi,Vietnam,semantic,Viet_Nam,0.7691516876220703,False
Moscow,Russia,Havana,Cuba,semantic,Cuba,0.7886744141578674,True
Moscow,Russia,Helsinki,Finland,semantic,Finland,0.777961254119873,True
Moscow,Russia,Islamabad,Pakistan,semantic,Pakistan,0.8369842767715454,True
Moscow,Russia,Kabul,Afghanistan,semantic,Afghan,0.720855176448822,False
Moscow,Russia,London,England,semantic,Britain,0.7028806805610657,False
Moscow,Russia,Madrid,Spain,semantic,Spain,0.7905083894729614,True
Oslo,Norway,Ottawa,Canada,semantic,Canada,0.680922269821167,True
Oslo,Norway,Paris,France,semantic,France,0.7315605282783508,True
Oslo,Norway,Rome,Italy,semantic,Italy,0.6817960143089294,True
Oslo,Norway,Stockholm,Sweden,semantic,Sweden,0.8222189545631409,True
Oslo,Norway,Tehran,Iran,semantic,Iran,0.7522603273391724,True
Oslo,Norway,Tokyo,Japan,semantic,Japan,0.7785906791687012,True
Oslo,Norway,Athens,Greece,semantic,Greece,0.631377100944519,True
Oslo,Norway,Baghdad,Iraq,semantic,Mosul,0.6509431600570679,False
Oslo,Norway,Bangkok,Thailand,semantic,Thailand,0.7387948036193848,True
Oslo,Norway,Beijing,China,semantic,China,0.7163817286491394,True
Oslo,Norway,Berlin,Germany,semantic,Germany,0.7219190001487732,True
